date,type,location,estimated_cost
2026-01-10 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-10-12 15:46:34.451528,Light,Warehouse,15000000.0
2024-03-17 15:46:34.451528,Micro,Shop-1,1500000.0
2025-08-24 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-04-04 15:46:34.451528,Micro,NPS-4,1500000.0
2024-10-25 15:46:34.451528,Light,Shop-1,15000000.0
2024-12-16 15:46:34.451528,Micro,NPS-4,1500000.0
2024-07-01 15:46:34.451528,Micro,Shop-1,1500000.0
2025-05-09 15:46:34.451528,Light,Shop-1,15000000.0
2024-12-15 15:46:34.451528,Micro,NPS-4,1500000.0
2025-10-19 15:46:34.451528,Micro,Drilling,1500000.0
2025-02-07 15:46:34.451528,Light,NPS-4,15000000.0
2024-08-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-05-25 15:46:34.451528,Light,Shop-1,15000000.0
2025-06-02 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-12-20 15:46:34.451528,Micro,NPS-4,1500000.0
2025-07-18 15:46:34.451528,Light,Shop-1,15000000.0
2024-07-18 15:46:34.451528,Micro,Drilling,1500000.0
2026-02-26 15:46:34.451528,Heavy,Drilling,45000000.0
2024-11-03 15:46:34.451528,Micro,Warehouse,1500000.0
2025-02-02 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-07-23 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-09-22 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-08-19 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-05 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-11 15:46:34.451528,Light,Warehouse,15000000.0
2025-09-05 15:46:34.451528,Micro,NPS-4,1500000.0
2024-06-05 15:46:34.451528,Light,NPS-4,15000000.0
2025-08-08 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-07-29 15:46:34.451528,Heavy,Drilling,45000000.0
2026-02-14 15:46:34.451528,Light,NPS-4,15000000.0
2024-05-29 15:46:34.451528,Light,Warehouse,15000000.0
2024-05-25 15:46:34.451528,Micro,Shop-1,1500000.0
2025-02-22 15:46:34.451528,Micro,Shop-1,1500000.0
2025-06-02 15:46:34.451528,Light,Shop-1,15000000.0
2025-11-01 15:46:34.451528,Heavy,Drilling,45000000.0
2025-09-22 15:46:34.451528,Micro,Shop-1,1500000.0
2026-02-08 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-05-19 15:46:34.451528,Heavy,Warehouse,45000000.0
2026-02-07 15:46:34.451528,Micro,NPS-4,1500000.0
2025-11-07 15:46:34.451528,Micro,NPS-4,1500000.0
2025-12-20 15:46:34.451528,Micro,Warehouse,1500000.0
2024-06-24 15:46:34.451528,Light,Shop-1,15000000.0
2026-01-30 15:46:34.451528,Micro,Warehouse,1500000.0
2025-05-31 15:46:34.451528,Light,Warehouse,15000000.0
2024-09-18 15:46:34.451528,Light,NPS-4,15000000.0
2025-06-08 15:46:34.451528,Light,Shop-1,15000000.0
2024-06-25 15:46:34.451528,Light,Shop-1,15000000.0
2024-03-19 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-04-14 15:46:34.451528,Light,Drilling,15000000.0
2025-03-03 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-04-22 15:46:34.451528,Light,Warehouse,15000000.0
2025-03-22 15:46:34.451528,Heavy,Drilling,45000000.0
2024-04-26 15:46:34.451528,Micro,Shop-1,1500000.0
2025-03-16 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-01-24 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-06-06 15:46:34.451528,Micro,NPS-4,1500000.0
2025-09-25 15:46:34.451528,Light,NPS-4,15000000.0
2025-05-27 15:46:34.451528,Light,Shop-1,15000000.0
2024-08-09 15:46:34.451528,Micro,Warehouse,1500000.0
2024-09-30 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-09-26 15:46:34.451528,Heavy,Drilling,45000000.0
2024-08-16 15:46:34.451528,Light,Drilling,15000000.0
2025-02-27 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-12-25 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-12-03 15:46:34.451528,Micro,Drilling,1500000.0
2025-02-15 15:46:34.451528,Micro,Warehouse,1500000.0
2025-02-08 15:46:34.451528,Micro,Drilling,1500000.0
2025-01-07 15:46:34.451528,Micro,NPS-4,1500000.0
2025-12-08 15:46:34.451528,Micro,Warehouse,1500000.0
2026-01-06 15:46:34.451528,Light,Warehouse,15000000.0
2025-08-21 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-12-22 15:46:34.451528,Light,Warehouse,15000000.0
2024-04-27 15:46:34.451528,Light,Drilling,15000000.0
2025-11-16 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-02-28 15:46:34.451528,Heavy,Drilling,45000000.0
2025-06-02 15:46:34.451528,Micro,Drilling,1500000.0
2024-10-02 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-10-03 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-03-28 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-06-09 15:46:34.451528,Light,Warehouse,15000000.0
2024-05-12 15:46:34.451528,Micro,Drilling,1500000.0
2025-06-29 15:46:34.451528,Heavy,Drilling,45000000.0
2024-09-24 15:46:34.451528,Heavy,Drilling,45000000.0
2025-11-23 15:46:34.451528,Micro,Drilling,1500000.0
2026-03-04 15:46:34.451528,Micro,Shop-1,1500000.0
2024-03-17 15:46:34.451528,Light,Drilling,15000000.0
2024-11-02 15:46:34.451528,Light,Warehouse,15000000.0
2025-06-02 15:46:34.451528,Light,Drilling,15000000.0
2024-03-23 15:46:34.451528,Heavy,Drilling,45000000.0
2025-09-12 15:46:34.451528,Micro,Shop-1,1500000.0
2025-12-08 15:46:34.451528,Heavy,Drilling,45000000.0
2025-04-25 15:46:34.451528,Heavy,Drilling,45000000.0
2025-12-28 15:46:34.451528,Heavy,Shop-1,45000000.0
2026-02-21 15:46:34.451528,Light,NPS-4,15000000.0
2024-08-22 15:46:34.451528,Micro,Shop-1,1500000.0
2025-08-23 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-07-09 15:46:34.451528,Light,Warehouse,15000000.0
2026-01-01 15:46:34.451528,Micro,Drilling,1500000.0
2025-08-31 15:46:34.451528,Light,NPS-4,15000000.0
2025-05-12 15:46:34.451528,Micro,Drilling,1500000.0
2025-10-23 15:46:34.451528,Micro,Drilling,1500000.0
2025-03-28 15:46:34.451528,Heavy,Drilling,45000000.0
2025-08-12 15:46:34.451528,Heavy,Drilling,45000000.0
2024-07-27 15:46:34.451528,Micro,Drilling,1500000.0
2025-03-17 15:46:34.451528,Light,Warehouse,15000000.0
2024-07-10 15:46:34.451528,Light,Drilling,15000000.0
2024-12-11 15:46:34.451528,Light,NPS-4,15000000.0
2024-05-10 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-05-13 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-10-26 15:46:34.451528,Micro,Drilling,1500000.0
2024-07-12 15:46:34.451528,Micro,Warehouse,1500000.0
2025-08-03 15:46:34.451528,Micro,NPS-4,1500000.0
2026-02-04 15:46:34.451528,Light,Drilling,15000000.0
2026-03-05 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-04-24 15:46:34.451528,Heavy,Drilling,45000000.0
2024-05-19 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-10-12 15:46:34.451528,Light,Drilling,15000000.0
2025-05-03 15:46:34.451528,Light,Drilling,15000000.0
2025-02-12 15:46:34.451528,Heavy,Drilling,45000000.0
2025-09-09 15:46:34.451528,Micro,Shop-1,1500000.0
2026-01-22 15:46:34.451528,Micro,Shop-1,1500000.0
2024-10-20 15:46:34.451528,Heavy,Drilling,45000000.0
2024-10-29 15:46:34.451528,Micro,Drilling,1500000.0
2024-04-12 15:46:34.451528,Heavy,Drilling,45000000.0
2025-03-31 15:46:34.451528,Light,Warehouse,15000000.0
2025-02-02 15:46:34.451528,Heavy,Drilling,45000000.0
2024-11-14 15:46:34.451528,Micro,Warehouse,1500000.0
2025-05-12 15:46:34.451528,Light,Shop-1,15000000.0
2025-05-28 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-12-10 15:46:34.451528,Light,NPS-4,15000000.0
2026-01-27 15:46:34.451528,Micro,Warehouse,1500000.0
2024-06-09 15:46:34.451528,Light,Warehouse,15000000.0
2026-01-11 15:46:34.451528,Micro,Drilling,1500000.0
2025-03-02 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-04-22 15:46:34.451528,Micro,Warehouse,1500000.0
2026-02-14 15:46:34.451528,Micro,Drilling,1500000.0
2024-08-30 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-06-12 15:46:34.451528,Light,NPS-4,15000000.0
2025-12-20 15:46:34.451528,Light,NPS-4,15000000.0
2024-12-06 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-03-24 15:46:34.451528,Micro,NPS-4,1500000.0
2025-08-31 15:46:34.451528,Micro,Shop-1,1500000.0
2024-12-14 15:46:34.451528,Micro,Shop-1,1500000.0
2024-12-03 15:46:34.451528,Micro,NPS-4,1500000.0
2025-02-12 15:46:34.451528,Micro,Warehouse,1500000.0
2026-01-16 15:46:34.451528,Light,Warehouse,15000000.0
2024-10-31 15:46:34.451528,Heavy,Shop-1,45000000.0
2026-02-24 15:46:34.451528,Micro,Shop-1,1500000.0
2024-12-06 15:46:34.451528,Micro,Shop-1,1500000.0
2024-09-20 15:46:34.451528,Light,Warehouse,15000000.0
2024-08-13 15:46:34.451528,Micro,NPS-4,1500000.0
2024-08-13 15:46:34.451528,Heavy,Drilling,45000000.0
2024-11-28 15:46:34.451528,Light,Shop-1,15000000.0
2025-02-09 15:46:34.451528,Micro,Drilling,1500000.0
2025-02-22 15:46:34.451528,Micro,Drilling,1500000.0
2025-10-29 15:46:34.451528,Light,Warehouse,15000000.0
2025-08-24 15:46:34.451528,Heavy,Drilling,45000000.0
2024-08-17 15:46:34.451528,Light,NPS-4,15000000.0
2024-05-13 15:46:34.451528,Light,NPS-4,15000000.0
2025-06-28 15:46:34.451528,Micro,Drilling,1500000.0
2025-10-06 15:46:34.451528,Micro,NPS-4,1500000.0
2025-12-19 15:46:34.451528,Light,NPS-4,15000000.0
2025-10-12 15:46:34.451528,Micro,NPS-4,1500000.0
2025-03-26 15:46:34.451528,Heavy,Drilling,45000000.0
2024-03-17 15:46:34.451528,Light,Warehouse,15000000.0
2024-11-13 15:46:34.451528,Micro,Warehouse,1500000.0
2024-03-29 15:46:34.451528,Micro,Drilling,1500000.0
2024-05-01 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-07-29 15:46:34.451528,Light,NPS-4,15000000.0
2024-11-19 15:46:34.451528,Light,Warehouse,15000000.0
2025-08-08 15:46:34.451528,Light,Drilling,15000000.0
2026-02-16 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-01-18 15:46:34.451528,Light,Warehouse,15000000.0
2025-11-06 15:46:34.451528,Light,Warehouse,15000000.0
2024-08-28 15:46:34.451528,Light,Drilling,15000000.0
2025-11-19 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-01-15 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-11-15 15:46:34.451528,Light,NPS-4,15000000.0
2025-02-04 15:46:34.451528,Micro,Shop-1,1500000.0
2024-10-26 15:46:34.451528,Micro,NPS-4,1500000.0
2024-10-11 15:46:34.451528,Light,NPS-4,15000000.0
2024-08-24 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-08-02 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-04-27 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-02-20 15:46:34.451528,Heavy,Drilling,45000000.0
2024-04-02 15:46:34.451528,Micro,NPS-4,1500000.0
2024-03-16 15:46:34.451528,Micro,Warehouse,1500000.0
2024-05-02 15:46:34.451528,Micro,Warehouse,1500000.0
2025-08-03 15:46:34.451528,Heavy,Drilling,45000000.0
2024-09-07 15:46:34.451528,Light,Warehouse,15000000.0
2026-01-23 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-05-06 15:46:34.451528,Micro,NPS-4,1500000.0
2025-01-01 15:46:34.451528,Micro,Shop-1,1500000.0
2025-09-12 15:46:34.451528,Micro,Warehouse,1500000.0
2025-12-24 15:46:34.451528,Micro,Shop-1,1500000.0
2024-10-16 15:46:34.451528,Micro,NPS-4,1500000.0
2025-10-13 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-07-03 15:46:34.451528,Light,Shop-1,15000000.0
2024-11-02 15:46:34.451528,Micro,Drilling,1500000.0
2025-05-06 15:46:34.451528,Light,Shop-1,15000000.0
2024-10-23 15:46:34.451528,Light,Warehouse,15000000.0
2025-11-13 15:46:34.451528,Light,NPS-4,15000000.0
2025-07-14 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-06-02 15:46:34.451528,Micro,Drilling,1500000.0
2024-09-24 15:46:34.451528,Micro,Warehouse,1500000.0
2025-02-14 15:46:34.451528,Light,Warehouse,15000000.0
2024-09-23 15:46:34.451528,Micro,Warehouse,1500000.0
2024-11-07 15:46:34.451528,Light,Warehouse,15000000.0
2024-05-18 15:46:34.451528,Light,Shop-1,15000000.0
2024-03-17 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-08-02 15:46:34.451528,Micro,NPS-4,1500000.0
2024-12-19 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-03-16 15:46:34.451528,Light,NPS-4,15000000.0
2024-09-11 15:46:34.451528,Light,Warehouse,15000000.0
2024-03-17 15:46:34.451528,Heavy,Drilling,45000000.0
2025-04-27 15:46:34.451528,Micro,Shop-1,1500000.0
2026-03-06 15:46:34.451528,Light,Shop-1,15000000.0
2024-04-25 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-07-04 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-11-01 15:46:34.451528,Light,Warehouse,15000000.0
2025-08-03 15:46:34.451528,Micro,Drilling,1500000.0
2026-01-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-10-08 15:46:34.451528,Micro,Shop-1,1500000.0
2025-05-19 15:46:34.451528,Light,Shop-1,15000000.0
2025-12-07 15:46:34.451528,Heavy,Warehouse,45000000.0
2026-02-27 15:46:34.451528,Micro,Drilling,1500000.0
2025-03-01 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-04-22 15:46:34.451528,Micro,Warehouse,1500000.0
2025-12-03 15:46:34.451528,Heavy,Drilling,45000000.0
2026-03-03 15:46:34.451528,Light,NPS-4,15000000.0
2026-02-06 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-10-19 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-04-15 15:46:34.451528,Heavy,Drilling,45000000.0
2025-05-05 15:46:34.451528,Light,Drilling,15000000.0
2025-06-27 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-08-17 15:46:34.451528,Micro,Drilling,1500000.0
2025-08-02 15:46:34.451528,Micro,Drilling,1500000.0
2024-09-05 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-07-29 15:46:34.451528,Light,Warehouse,15000000.0
2025-11-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-12-08 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-03-26 15:46:34.451528,Micro,Warehouse,1500000.0
2025-06-18 15:46:34.451528,Light,Shop-1,15000000.0
2025-04-12 15:46:34.451528,Light,Shop-1,15000000.0
2024-12-31 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-08-08 15:46:34.451528,Light,Warehouse,15000000.0
2025-07-16 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-09-17 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-06-13 15:46:34.451528,Micro,Warehouse,1500000.0
2024-08-11 15:46:34.451528,Micro,NPS-4,1500000.0
2024-12-10 15:46:34.451528,Micro,NPS-4,1500000.0
2024-06-16 15:46:34.451528,Light,NPS-4,15000000.0
2025-12-08 15:46:34.451528,Micro,NPS-4,1500000.0
2025-03-24 15:46:34.451528,Light,Shop-1,15000000.0
2026-01-11 15:46:34.451528,Light,Warehouse,15000000.0
2026-01-22 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-04-15 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-11-03 15:46:34.451528,Light,Shop-1,15000000.0
2025-08-29 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-05-12 15:46:34.451528,Light,Drilling,15000000.0
2025-10-02 15:46:34.451528,Light,Warehouse,15000000.0
2025-05-04 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-04-05 15:46:34.451528,Light,NPS-4,15000000.0
2026-02-07 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-09-23 15:46:34.451528,Light,NPS-4,15000000.0
2025-04-07 15:46:34.451528,Heavy,Warehouse,45000000.0
2026-01-13 15:46:34.451528,Light,Warehouse,15000000.0
2024-06-24 15:46:34.451528,Light,NPS-4,15000000.0
2025-08-31 15:46:34.451528,Micro,Warehouse,1500000.0
2024-06-19 15:46:34.451528,Micro,Shop-1,1500000.0
2024-03-17 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-06-23 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-13 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-03-18 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-06-02 15:46:34.451528,Light,Warehouse,15000000.0
2025-06-26 15:46:34.451528,Micro,Drilling,1500000.0
2024-10-11 15:46:34.451528,Micro,Shop-1,1500000.0
2025-01-17 15:46:34.451528,Micro,NPS-4,1500000.0
2025-12-04 15:46:34.451528,Light,Drilling,15000000.0
2026-01-19 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-01-05 15:46:34.451528,Light,NPS-4,15000000.0
2024-07-28 15:46:34.451528,Micro,NPS-4,1500000.0
2026-03-03 15:46:34.451528,Heavy,Drilling,45000000.0
2025-02-25 15:46:34.451528,Micro,NPS-4,1500000.0
2024-12-02 15:46:34.451528,Light,Drilling,15000000.0
2024-05-04 15:46:34.451528,Light,Warehouse,15000000.0
2024-09-17 15:46:34.451528,Light,NPS-4,15000000.0
2025-08-06 15:46:34.451528,Light,Drilling,15000000.0
2025-11-25 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-10-18 15:46:34.451528,Micro,NPS-4,1500000.0
2024-03-23 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-02-16 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-11-29 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-04-03 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-06-23 15:46:34.451528,Micro,Shop-1,1500000.0
2024-05-17 15:46:34.451528,Light,NPS-4,15000000.0
2024-07-10 15:46:34.451528,Light,Shop-1,15000000.0
2024-11-02 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-08-20 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-08-24 15:46:34.451528,Light,Drilling,15000000.0
2024-06-02 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-26 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-10-07 15:46:34.451528,Light,NPS-4,15000000.0
2024-09-03 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-06-09 15:46:34.451528,Heavy,Drilling,45000000.0
2024-05-25 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-10-13 15:46:34.451528,Micro,Drilling,1500000.0
2026-02-11 15:46:34.451528,Micro,Shop-1,1500000.0
2025-05-24 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-09-20 15:46:34.451528,Light,NPS-4,15000000.0
2026-02-25 15:46:34.451528,Heavy,Drilling,45000000.0
2025-08-16 15:46:34.451528,Micro,Warehouse,1500000.0
2026-02-08 15:46:34.451528,Micro,Drilling,1500000.0
2024-10-26 15:46:34.451528,Micro,Warehouse,1500000.0
2024-12-27 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-01 15:46:34.451528,Light,Drilling,15000000.0
2024-11-03 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-09-04 15:46:34.451528,Light,Shop-1,15000000.0
2024-06-28 15:46:34.451528,Heavy,Drilling,45000000.0
2025-09-13 15:46:34.451528,Heavy,Warehouse,45000000.0
2026-03-08 15:46:34.451528,Heavy,Drilling,45000000.0
2024-03-23 15:46:34.451528,Micro,NPS-4,1500000.0
2024-04-13 15:46:34.451528,Heavy,Warehouse,45000000.0
2025-12-21 15:46:34.451528,Light,Shop-1,15000000.0
2025-10-22 15:46:34.451528,Heavy,Drilling,45000000.0
2024-09-16 15:46:34.451528,Micro,NPS-4,1500000.0
2025-02-22 15:46:34.451528,Heavy,Drilling,45000000.0
2025-03-23 15:46:34.451528,Micro,NPS-4,1500000.0
2024-09-09 15:46:34.451528,Heavy,Drilling,45000000.0
2025-09-22 15:46:34.451528,Light,Drilling,15000000.0
2025-12-17 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-14 15:46:34.451528,Micro,Shop-1,1500000.0
2026-01-29 15:46:34.451528,Heavy,Warehouse,45000000.0
2024-11-24 15:46:34.451528,Light,Warehouse,15000000.0
2025-12-17 15:46:34.451528,Light,Warehouse,15000000.0
2024-12-23 15:46:34.451528,Micro,NPS-4,1500000.0
2025-01-20 15:46:34.451528,Micro,NPS-4,1500000.0
2025-08-19 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-14 15:46:34.451528,Micro,Warehouse,1500000.0
2025-06-02 15:46:34.451528,Micro,Shop-1,1500000.0
2025-03-14 15:46:34.451528,Micro,Warehouse,1500000.0
2024-09-05 15:46:34.451528,Light,Warehouse,15000000.0
2025-08-11 15:46:34.451528,Heavy,Drilling,45000000.0
2024-11-11 15:46:34.451528,Micro,Warehouse,1500000.0
2024-08-22 15:46:34.451528,Light,Warehouse,15000000.0
2025-04-02 15:46:34.451528,Light,NPS-4,15000000.0
2025-06-13 15:46:34.451528,Heavy,NPS-4,45000000.0
2025-02-12 15:46:34.451528,Micro,Warehouse,1500000.0
2024-09-05 15:46:34.451528,Heavy,Shop-1,45000000.0
2025-04-19 15:46:34.451528,Light,NPS-4,15000000.0
2024-07-06 15:46:34.451528,Micro,Warehouse,1500000.0
2024-04-02 15:46:34.451528,Micro,NPS-4,1500000.0
2025-03-20 15:46:34.451528,Micro,Warehouse,1500000.0
2024-05-20 15:46:34.451528,Micro,Shop-1,1500000.0
2025-03-09 15:46:34.451528,Light,Shop-1,15000000.0
2025-09-26 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-12-22 15:46:34.451528,Micro,Shop-1,1500000.0
2025-01-01 15:46:34.451528,Light,Warehouse,15000000.0
2026-02-20 15:46:34.451528,Heavy,Shop-1,45000000.0
2024-04-20 15:46:34.451528,Light,Shop-1,15000000.0
2024-05-10 15:46:34.451528,Micro,NPS-4,1500000.0
2025-03-18 15:46:34.451528,Heavy,NPS-4,45000000.0
2024-11-09 15:46:34.451528,Heavy,Drilling,45000000.0
2024-06-02 15:46:34.451528,Light,NPS-4,15000000.0
2024-03-22 15:46:34.451528,Micro,Warehouse,1500000.0
2024-07-20 15:46:34.451528,Micro,Shop-1,1500000.0
2025-02-13 15:46:34.451528,Light,NPS-4,15000000.0
2024-03-21 15:46:34.451528,Micro,Drilling,1500000.0
2026-01-14 15:46:34.451528,Heavy,Shop-1,45000000.0
